Numéro_Commande,ID_Client,Date_Commande,Statut_Commande,Prix_Produit,Frais_Livraison,Nom_Produit,Catégorie_Produit,Pays
CMD105379,CLT4001,2022-08-13 03:00:00,en attente,448.39,28.25,Casque Bluetooth,Audio/vidéo,France
CMD105380,CLT2738,2022-08-13 04:00:00,expédiée,341.87,12.71,Smartphone 5G,Téléphonie,France
CMD105381,CLT2364,2022-08-13 05:00:00,livrée,253.53,18.04,Webcam HD,Audio/vidéo,France
CMD105382,CLT3708,2022-08-13 06:00:00,livrée,293.46,14.51,Smartphone 5G,Informatique,France
CMD105383,CLT1924,2022-08-13 07:00:00,livrée,421.72,26.44,Souris Gaming,Audio/vidéo,France
CMD105384,CLT1151,2022-08-13 08:00:00,livrée,475.76,29.74,Webcam HD,Téléphonie,Suisse
CMD105385,CLT9777,2022-08-13 09:00:00,livrée,282.37,27.98,Casque Bluetooth,Informatique,France
CMD105386,CLT9044,2022-08-13 10:00:00,livrée,94.74,17.94,Casque Bluetooth,Téléphonie,France
CMD105387,CLT1912,2022-08-13 11:00:00,livrée,321.68,1.85,Smartphone 5G,Téléphonie,France
CMD105388,CLT3321,2022-08-13 12:00:00,livrée,42.73,18.53,Souris Gaming,Téléphonie,France
CMD105389,CLT1495,2022-08-13 13:00:00,livrée,319.39,2.91,Souris Gaming,Audio/vidéo,Belgique
CMD105390,CLT3148,2022-08-13 14:00:00,en attente,405.26,4.16,Smartphone 5G,Informatique,France
CMD105391,CLT1556,2022-08-13 15:00:00,livrée,179.9,5.74,Smartphone 5G,Informatique,Suisse
CMD105392,CLT2552,2022-08-13 16:00:00,expédiée,40.24,10.9,Webcam HD,Téléphonie,France
CMD105393,CLT3120,2022-08-13 17:00:00,expédiée,347.65,17.75,Clavier Mécanique,Accessoires,Belgique
CMD105394,CLT4085,2022-08-13 18:00:00,livrée,172.97,10.01,Souris Gaming,Téléphonie,France
CMD105395,CLT4504,2022-08-13 19:00:00,livrée,128.3,13.57,Souris Gaming,Audio/vidéo,Canada
CMD105396,CLT1156,2022-08-13 20:00:00,livrée,346.14,1.42,Clavier Mécanique,Audio/vidéo,France
CMD105397,CLT9926,2022-08-13 21:00:00,livrée,484.95,18.59,Smartphone 5G,Informatique,Belgique
CMD105398,CLT8505,2022-08-13 22:00:00,livrée,373.93,19.71,Clavier Mécanique,Accessoires,France
CMD105399,CLT8162,2022-08-13 23:00:00,en attente,248.22,2.98,Clavier Mécanique,Audio/vidéo,France
CMD105400,CLT6523,2022-08-14 00:00:00,en attente,302.25,23.55,PC Portable,Informatique,France
CMD105401,CLT8543,2022-08-14 01:00:00,livrée,75.43,19.42,Souris Gaming,Accessoires,Canada
CMD105402,CLT9055,2022-08-14 02:00:00,annulée,407.54,14.69,Smartphone 5G,Accessoires,Belgique
CMD105403,CLT5654,2022-08-14 03:00:00,livrée,304.13,16.59,PC Portable,Informatique,France
CMD105404,CLT7250,2022-08-14 04:00:00,expédiée,483.09,15.09,Webcam HD,Audio/vidéo,France
CMD105405,CLT8246,2022-08-14 05:00:00,livrée,489.84,1.61,PC Portable,Téléphonie,France
CMD105406,CLT1154,2022-08-14 06:00:00,livrée,180.52,22.05,PC Portable,Audio/vidéo,Belgique
CMD105407,CLT8950,2022-08-14 07:00:00,livrée,494.33,15.35,Smartphone 5G,Audio/vidéo,France
CMD105408,CLT1996,2022-08-14 08:00:00,expédiée,478.63,5.18,Clavier Mécanique,Audio/vidéo,Canada
CMD105409,CLT5626,2022-08-14 09:00:00,livrée,321.72,20.42,Smartphone 5G,Informatique,France
CMD105410,CLT3905,2022-08-14 10:00:00,livrée,170.06,20.85,Souris Gaming,Informatique,France
CMD105411,CLT1153,2022-08-14 11:00:00,en attente,377.9,6.4,Webcam HD,Téléphonie,Belgique
CMD105412,CLT8853,2022-08-14 12:00:00,en attente,139.26,23.89,Webcam HD,Audio/vidéo,France
CMD105413,CLT7481,2022-08-14 13:00:00,livrée,316.77,13.7,Webcam HD,Audio/vidéo,France
CMD105414,CLT6599,2022-08-14 14:00:00,expédiée,17.17,5.42,Souris Gaming,Téléphonie,France
CMD105415,CLT2716,2022-08-14 15:00:00,livrée,316.15,19.73,Clavier Mécanique,Accessoires,France
CMD105416,CLT1786,2022-08-14 16:00:00,livrée,476.05,17.9,Smartphone 5G,Accessoires,France
CMD105417,CLT5368,2022-08-14 17:00:00,livrée,121.4,5.11,Clavier Mécanique,Téléphonie,France
CMD105418,CLT9096,2022-08-14 18:00:00,livrée,390.2,26.17,Clavier Mécanique,Audio/vidéo,France
CMD105419,CLT5272,2022-08-14 19:00:00,livrée,150.24,25.64,Smartphone 5G,Informatique,France
CMD105420,CLT4767,2022-08-14 20:00:00,livrée,355.39,25.09,Souris Gaming,Audio/vidéo,Canada
CMD105421,CLT9834,2022-08-14 21:00:00,livrée,351.49,11.98,Smartphone 5G,Téléphonie,France
CMD105422,CLT6994,2022-08-14 22:00:00,expédiée,96.45,24.74,Webcam HD,Téléphonie,Canada
CMD105423,CLT8216,2022-08-14 23:00:00,expédiée,300.58,25.34,Souris Gaming,Téléphonie,France
CMD105424,CLT9857,2022-08-15 00:00:00,livrée,430.29,29.9,Casque Bluetooth,Informatique,Belgique
CMD105425,CLT4426,2022-08-15 01:00:00,livrée,194.35,28.73,Casque Bluetooth,Audio/vidéo,Canada
CMD105426,CLT4783,2022-08-15 02:00:00,livrée,356.59,11.49,Casque Bluetooth,Informatique,France
CMD105427,CLT6427,2022-08-15 03:00:00,expédiée,338.84,5.95,Webcam HD,Accessoires,Suisse
CMD105428,CLT8011,2022-08-15 04:00:00,livrée,132.47,8.77,PC Portable,Audio/vidéo,France
CMD105429,CLT9052,2022-08-15 05:00:00,livrée,459.73,14.84,Souris Gaming,Téléphonie,France
CMD105430,CLT4701,2022-08-15 06:00:00,livrée,283.94,24.16,Souris Gaming,Audio/vidéo,France
CMD105431,CLT3349,2022-08-15 07:00:00,livrée,180.87,21.69,Smartphone 5G,Téléphonie,France
CMD105432,CLT8011,2022-08-15 08:00:00,livrée,86.36,23.63,Souris Gaming,Informatique,Canada
CMD105433,CLT8055,2022-08-15 09:00:00,en attente,239.36,11.4,Smartphone 5G,Audio/vidéo,France
CMD105434,CLT2212,2022-08-15 10:00:00,livrée,366.41,7.41,PC Portable,Téléphonie,France
CMD105435,CLT7965,2022-08-15 11:00:00,livrée,313.7,0.72,Smartphone 5G,Informatique,France
CMD105436,CLT7704,2022-08-15 12:00:00,livrée,364.89,18.79,Casque Bluetooth,Audio/vidéo,Belgique
CMD105437,CLT8433,2022-08-15 13:00:00,expédiée,396.92,23.85,Smartphone 5G,Audio/vidéo,France
CMD105438,CLT3511,2022-08-15 14:00:00,livrée,223.3,26.67,Smartphone 5G,Accessoires,France
CMD105439,CLT1143,2022-08-15 15:00:00,livrée,262.48,14.29,Smartphone 5G,Audio/vidéo,France
CMD105440,CLT8367,2022-08-15 16:00:00,livrée,493.28,27.83,Souris Gaming,Accessoires,France
CMD105441,CLT4228,2022-08-15 17:00:00,expédiée,484.19,6.07,Clavier Mécanique,Audio/vidéo,Canada
CMD105442,CLT5582,2022-08-15 18:00:00,livrée,210.33,15.43,Clavier Mécanique,Accessoires,France
CMD105443,CLT7031,2022-08-15 19:00:00,livrée,344.16,6.41,Webcam HD,Informatique,France
CMD105444,CLT5243,2022-08-15 20:00:00,en attente,137.46,5.64,Clavier Mécanique,Audio/vidéo,France
CMD105445,CLT3713,2022-08-15 21:00:00,en attente,80.59,28.6,Webcam HD,Informatique,France
CMD105446,CLT5185,2022-08-15 22:00:00,livrée,385.36,24.53,Souris Gaming,Audio/vidéo,France
CMD105447,CLT8328,2022-08-15 23:00:00,annulée,220.91,0.35,Casque Bluetooth,Audio/vidéo,France
CMD105448,CLT5633,2022-08-16 00:00:00,livrée,92.64,8.06,Clavier Mécanique,Audio/vidéo,France
CMD105449,CLT4192,2022-08-16 01:00:00,livrée,380.63,6.15,Clavier Mécanique,Audio/vidéo,France
CMD105450,CLT1300,2022-08-16 02:00:00,livrée,458.01,4.41,PC Portable,Audio/vidéo,France
CMD105451,CLT1723,2022-08-16 03:00:00,livrée,466.97,20.92,Webcam HD,Audio/vidéo,France
CMD105452,CLT6694,2022-08-16 04:00:00,livrée,300.19,17.01,Webcam HD,Téléphonie,France
CMD105453,CLT4010,2022-08-16 05:00:00,livrée,242.42,13.62,PC Portable,Audio/vidéo,Canada
CMD105454,CLT6555,2022-08-16 06:00:00,expédiée,75.22,5.68,Casque Bluetooth,Accessoires,France
CMD105455,CLT1067,2022-08-16 07:00:00,expédiée,397.43,8.33,Smartphone 5G,Audio/vidéo,France
CMD105456,CLT3506,2022-08-16 08:00:00,livrée,472.93,10.68,Smartphone 5G,Informatique,France
CMD105457,CLT2537,2022-08-16 09:00:00,livrée,445.28,23.56,PC Portable,Accessoires,France
CMD105458,CLT1397,2022-08-16 10:00:00,livrée,377.13,29.68,PC Portable,Accessoires,Canada
CMD105459,CLT6680,2022-08-16 11:00:00,livrée,7.26,5.52,Casque Bluetooth,Accessoires,Belgique
CMD105460,CLT5825,2022-08-16 12:00:00,livrée,206.84,10.25,Casque Bluetooth,Téléphonie,France
CMD105461,CLT9747,2022-08-16 13:00:00,livrée,208.3,8.41,Souris Gaming,Audio/vidéo,Canada
CMD105462,CLT7048,2022-08-16 14:00:00,livrée,447.71,1.32,Smartphone 5G,Informatique,France
CMD105463,CLT4661,2022-08-16 15:00:00,livrée,37.5,6.58,Souris Gaming,Informatique,France
CMD105464,CLT3941,2022-08-16 16:00:00,expédiée,267.96,27.05,Clavier Mécanique,Informatique,France
CMD105465,CLT8067,2022-08-16 17:00:00,expédiée,72.39,25.29,Webcam HD,Téléphonie,France
CMD105466,CLT6091,2022-08-16 18:00:00,livrée,332.84,5.03,Webcam HD,Téléphonie,France
CMD105467,CLT2601,2022-08-16 19:00:00,livrée,397.17,10.98,Casque Bluetooth,Téléphonie,France
CMD105468,CLT2480,2022-08-16 20:00:00,livrée,322.77,9.32,Smartphone 5G,Audio/vidéo,France
CMD105469,CLT7230,2022-08-16 21:00:00,livrée,398.32,4.43,Smartphone 5G,Téléphonie,Belgique
CMD105470,CLT4276,2022-08-16 22:00:00,livrée,305.71,18.67,Souris Gaming,Informatique,Belgique
CMD105471,CLT7447,2022-08-16 23:00:00,livrée,98.97,16.72,PC Portable,Téléphonie,France
CMD105472,CLT6499,2022-08-17 00:00:00,livrée,194.42,12.81,PC Portable,Informatique,France
CMD105473,CLT7273,2022-08-17 01:00:00,livrée,478.65,25.66,Casque Bluetooth,Accessoires,France
CMD105474,CLT2299,2022-08-17 02:00:00,livrée,147.65,18.59,Webcam HD,Informatique,Belgique
CMD105475,CLT6818,2022-08-17 03:00:00,livrée,36.12,7.78,PC Portable,Accessoires,France
CMD105476,CLT7701,2022-08-17 04:00:00,livrée,195.49,11.21,Clavier Mécanique,Audio/vidéo,Belgique
CMD105477,CLT5994,2022-08-17 05:00:00,annulée,186.32,4.5,Smartphone 5G,Téléphonie,Canada
CMD105478,CLT8489,2022-08-17 06:00:00,expédiée,237.8,17.74,PC Portable,Audio/vidéo,France
CMD105479,CLT9269,2022-08-17 07:00:00,livrée,282.35,17.6,Casque Bluetooth,Audio/vidéo,France
CMD105480,CLT3831,2022-08-17 08:00:00,livrée,496.25,26.11,Clavier Mécanique,Audio/vidéo,France
CMD105481,CLT3721,2022-08-17 09:00:00,expédiée,379.34,25.67,Webcam HD,Accessoires,France
CMD105482,CLT2532,2022-08-17 10:00:00,livrée,22.77,25.11,Webcam HD,Téléphonie,France
CMD105483,CLT9429,2022-08-17 11:00:00,expédiée,357.79,16.47,Souris Gaming,Audio/vidéo,Belgique
CMD105484,CLT6253,2022-08-17 12:00:00,livrée,412.99,19.56,Souris Gaming,Audio/vidéo,France
CMD105485,CLT2996,2022-08-17 13:00:00,en attente,448.34,23.27,Clavier Mécanique,Informatique,France
CMD105486,CLT6311,2022-08-17 14:00:00,expédiée,214.88,2.75,Casque Bluetooth,Informatique,France
CMD105487,CLT1277,2022-08-17 15:00:00,livrée,160.24,9.02,Souris Gaming,Téléphonie,Canada
CMD105488,CLT4089,2022-08-17 16:00:00,livrée,420.47,5.07,Smartphone 5G,Informatique,France
CMD105489,CLT1523,2022-08-17 17:00:00,livrée,389.92,15.34,Webcam HD,Accessoires,Belgique
CMD105490,CLT5275,2022-08-17 18:00:00,livrée,270.34,25.13,Webcam HD,Accessoires,France
CMD105491,CLT6365,2022-08-17 19:00:00,livrée,63.35,6.92,Smartphone 5G,Accessoires,France
CMD105492,CLT4122,2022-08-17 20:00:00,livrée,327.62,21.93,Webcam HD,Audio/vidéo,Canada
CMD105493,CLT9167,2022-08-17 21:00:00,livrée,37.51,12.17,Webcam HD,Téléphonie,France
CMD105494,CLT6190,2022-08-17 22:00:00,livrée,54.68,27.09,Webcam HD,Accessoires,France
CMD105495,CLT5575,2022-08-17 23:00:00,expédiée,168.91,18.8,Casque Bluetooth,Accessoires,France
CMD105496,CLT8727,2022-08-18 00:00:00,livrée,188.73,29.3,Casque Bluetooth,Accessoires,Canada
CMD105497,CLT2797,2022-08-18 01:00:00,livrée,233.68,7.37,Smartphone 5G,Accessoires,France
CMD105498,CLT3131,2022-08-18 02:00:00,livrée,172.88,27.72,Casque Bluetooth,Accessoires,France
CMD105499,CLT8322,2022-08-18 03:00:00,livrée,21.73,10.71,Clavier Mécanique,Accessoires,France
CMD105500,CLT7500,2022-08-18 04:00:00,livrée,82.92,18.66,Casque Bluetooth,Téléphonie,Belgique
CMD105501,CLT1815,2022-08-18 05:00:00,en attente,61.98,5.24,Webcam HD,Accessoires,Canada
CMD105502,CLT9634,2022-08-18 06:00:00,livrée,218.44,22.79,Smartphone 5G,Téléphonie,France
CMD105503,CLT7666,2022-08-18 07:00:00,livrée,110.0,29.35,PC Portable,Téléphonie,France
CMD105504,CLT1142,2022-08-18 08:00:00,livrée,150.3,23.62,Casque Bluetooth,Téléphonie,France
CMD105505,CLT2410,2022-08-18 09:00:00,livrée,238.43,18.47,Souris Gaming,Accessoires,France
CMD105506,CLT1534,2022-08-18 10:00:00,expédiée,121.6,13.45,Clavier Mécanique,Accessoires,Suisse
CMD105507,CLT4364,2022-08-18 11:00:00,livrée,126.73,10.36,Clavier Mécanique,Téléphonie,Belgique
CMD105508,CLT2032,2022-08-18 12:00:00,livrée,417.41,12.57,Clavier Mécanique,Téléphonie,Belgique
CMD105509,CLT4342,2022-08-18 13:00:00,livrée,276.3,9.85,Souris Gaming,Accessoires,France
CMD105510,CLT7085,2022-08-18 14:00:00,en attente,429.1,24.98,Souris Gaming,Informatique,Suisse
CMD105511,CLT5500,2022-08-18 15:00:00,livrée,259.69,26.79,Clavier Mécanique,Informatique,Belgique
CMD105512,CLT2172,2022-08-18 16:00:00,expédiée,455.09,28.49,Clavier Mécanique,Informatique,France
CMD105513,CLT5517,2022-08-18 17:00:00,livrée,131.1,12.55,Clavier Mécanique,Accessoires,France
CMD105514,CLT9007,2022-08-18 18:00:00,livrée,310.25,16.39,Casque Bluetooth,Téléphonie,France
CMD105515,CLT2641,2022-08-18 19:00:00,livrée,254.1,17.31,Webcam HD,Informatique,France
CMD105516,CLT1471,2022-08-18 20:00:00,livrée,459.75,19.53,Souris Gaming,Audio/vidéo,Suisse
CMD105517,CLT3940,2022-08-18 21:00:00,livrée,212.15,0.07,Smartphone 5G,Audio/vidéo,France
CMD105518,CLT9738,2022-08-18 22:00:00,livrée,428.14,25.28,Webcam HD,Téléphonie,Belgique
CMD105519,CLT5726,2022-08-18 23:00:00,livrée,284.13,8.04,Casque Bluetooth,Audio/vidéo,France
CMD105520,CLT8670,2022-08-19 00:00:00,expédiée,355.73,14.16,Smartphone 5G,Accessoires,Canada
CMD105521,CLT4723,2022-08-19 01:00:00,livrée,444.01,25.25,Casque Bluetooth,Audio/vidéo,France
CMD105522,CLT1363,2022-08-19 02:00:00,livrée,498.47,29.91,Casque Bluetooth,Téléphonie,France
CMD105523,CLT4309,2022-08-19 03:00:00,livrée,366.91,23.85,Smartphone 5G,Informatique,France
CMD105524,CLT1545,2022-08-19 04:00:00,livrée,160.69,0.74,Clavier Mécanique,Accessoires,France
CMD105525,CLT4240,2022-08-19 05:00:00,livrée,153.01,11.06,Webcam HD,Téléphonie,France
CMD105526,CLT7665,2022-08-19 06:00:00,livrée,158.01,7.42,Smartphone 5G,Accessoires,France
CMD105527,CLT2936,2022-08-19 07:00:00,livrée,53.46,28.92,PC Portable,Informatique,Suisse
CMD105528,CLT1882,2022-08-19 08:00:00,livrée,31.53,7.93,Souris Gaming,Informatique,France
CMD105529,CLT4840,2022-08-19 09:00:00,livrée,292.52,28.3,PC Portable,Informatique,France
CMD105530,CLT7923,2022-08-19 10:00:00,expédiée,406.24,28.13,Webcam HD,Accessoires,France
CMD105531,CLT5611,2022-08-19 11:00:00,livrée,22.89,25.18,Casque Bluetooth,Audio/vidéo,France
CMD105532,CLT6204,2022-08-19 12:00:00,livrée,285.48,2.94,Smartphone 5G,Accessoires,France
CMD105533,CLT8288,2022-08-19 13:00:00,expédiée,189.02,0.06,Clavier Mécanique,Informatique,Suisse
CMD105534,CLT4203,2022-08-19 14:00:00,livrée,446.78,23.82,Webcam HD,Accessoires,France
CMD105535,CLT3244,2022-08-19 15:00:00,livrée,76.97,25.3,Clavier Mécanique,Accessoires,Belgique
CMD105536,CLT1018,2022-08-19 16:00:00,livrée,283.9,28.87,PC Portable,Audio/vidéo,Belgique
CMD105537,CLT1641,2022-08-19 17:00:00,expédiée,485.61,6.55,PC Portable,Informatique,France
CMD105538,CLT4083,2022-08-19 18:00:00,en attente,175.79,21.99,Casque Bluetooth,Audio/vidéo,Canada
CMD105539,CLT6200,2022-08-19 19:00:00,expédiée,372.18,15.57,Souris Gaming,Informatique,Canada
CMD105540,CLT9521,2022-08-19 20:00:00,livrée,441.81,9.85,Casque Bluetooth,Téléphonie,France
CMD105541,CLT1865,2022-08-19 21:00:00,livrée,97.17,18.19,Webcam HD,Informatique,Canada
CMD105542,CLT1773,2022-08-19 22:00:00,livrée,496.3,16.45,Clavier Mécanique,Accessoires,France
CMD105543,CLT5732,2022-08-19 23:00:00,livrée,405.65,8.77,Webcam HD,Téléphonie,France
CMD105544,CLT4518,2022-08-20 00:00:00,en attente,73.09,8.05,Smartphone 5G,Accessoires,France
CMD105545,CLT7795,2022-08-20 01:00:00,livrée,158.89,14.6,PC Portable,Téléphonie,France
CMD105546,CLT7984,2022-08-20 02:00:00,livrée,314.36,14.22,Clavier Mécanique,Accessoires,France
CMD105547,CLT3567,2022-08-20 03:00:00,expédiée,443.03,9.06,Casque Bluetooth,Téléphonie,Belgique
CMD105548,CLT2674,2022-08-20 04:00:00,expédiée,101.44,7.91,Souris Gaming,Téléphonie,France
CMD105549,CLT1739,2022-08-20 05:00:00,livrée,366.95,28.63,Smartphone 5G,Accessoires,France
CMD105550,CLT2545,2022-08-20 06:00:00,livrée,138.97,25.87,Souris Gaming,Téléphonie,Suisse
CMD105551,CLT6127,2022-08-20 07:00:00,livrée,403.68,24.5,Casque Bluetooth,Accessoires,France
CMD105552,CLT7947,2022-08-20 08:00:00,livrée,343.3,6.43,Casque Bluetooth,Audio/vidéo,France
CMD105553,CLT7620,2022-08-20 09:00:00,livrée,263.84,5.68,Clavier Mécanique,Accessoires,Canada
CMD105554,CLT5555,2022-08-20 10:00:00,livrée,326.68,24.28,Smartphone 5G,Audio/vidéo,Canada
CMD105555,CLT6645,2022-08-20 11:00:00,annulée,438.84,5.54,Webcam HD,Téléphonie,France
CMD105556,CLT9943,2022-08-20 12:00:00,livrée,196.28,15.11,Casque Bluetooth,Informatique,France
CMD105557,CLT8124,2022-08-20 13:00:00,livrée,385.78,6.64,Clavier Mécanique,Audio/vidéo,Canada
CMD105558,CLT4732,2022-08-20 14:00:00,livrée,83.66,11.34,Casque Bluetooth,Informatique,France
CMD105559,CLT3283,2022-08-20 15:00:00,livrée,352.09,25.6,Clavier Mécanique,Informatique,France
CMD105560,CLT9669,2022-08-20 16:00:00,livrée,376.58,26.74,Souris Gaming,Accessoires,France
CMD105561,CLT7998,2022-08-20 17:00:00,en attente,224.28,29.9,Clavier Mécanique,Accessoires,France
CMD105562,CLT6413,2022-08-20 18:00:00,expédiée,397.84,28.32,Webcam HD,Informatique,France
CMD105563,CLT2269,2022-08-20 19:00:00,livrée,280.77,20.14,Souris Gaming,Accessoires,France
CMD105564,CLT8868,2022-08-20 20:00:00,expédiée,468.46,12.95,PC Portable,Informatique,France
CMD105565,CLT3603,2022-08-20 21:00:00,livrée,60.67,1.73,Casque Bluetooth,Accessoires,France
CMD105566,CLT6961,2022-08-20 22:00:00,livrée,69.76,18.24,PC Portable,Accessoires,France
CMD105567,CLT9569,2022-08-20 23:00:00,livrée,422.0,6.32,Smartphone 5G,Accessoires,France
CMD105568,CLT8557,2022-08-21 00:00:00,expédiée,421.97,25.5,PC Portable,Informatique,Canada
CMD105569,CLT2680,2022-08-21 01:00:00,livrée,238.26,16.47,Clavier Mécanique,Téléphonie,Canada
CMD105570,CLT9433,2022-08-21 02:00:00,livrée,482.16,22.01,Clavier Mécanique,Accessoires,Belgique
CMD105571,CLT6682,2022-08-21 03:00:00,expédiée,341.3,20.2,Smartphone 5G,Accessoires,France
CMD105572,CLT9084,2022-08-21 04:00:00,livrée,491.51,10.42,Smartphone 5G,Informatique,France
CMD105573,CLT6367,2022-08-21 05:00:00,livrée,268.54,22.77,Casque Bluetooth,Audio/vidéo,France
CMD105574,CLT1069,2022-08-21 06:00:00,livrée,104.8,25.3,Clavier Mécanique,Informatique,France
CMD105575,CLT4924,2022-08-21 07:00:00,livrée,224.97,22.32,Smartphone 5G,Accessoires,Belgique
CMD105576,CLT7200,2022-08-21 08:00:00,livrée,490.34,23.3,Webcam HD,Accessoires,France
CMD105577,CLT3007,2022-08-21 09:00:00,livrée,188.35,10.8,PC Portable,Téléphonie,Suisse
CMD105578,CLT9992,2022-08-21 10:00:00,en attente,478.72,28.31,Clavier Mécanique,Accessoires,Belgique
CMD105579,CLT9119,2022-08-21 11:00:00,livrée,399.53,12.74,Webcam HD,Audio/vidéo,Suisse
CMD105580,CLT3779,2022-08-21 12:00:00,livrée,223.84,26.91,Smartphone 5G,Accessoires,France
CMD105581,CLT5920,2022-08-21 13:00:00,livrée,273.23,25.73,Casque Bluetooth,Accessoires,France
CMD105582,CLT1755,2022-08-21 14:00:00,expédiée,305.68,3.73,Webcam HD,Téléphonie,France
CMD105583,CLT7495,2022-08-21 15:00:00,en attente,334.55,28.99,Souris Gaming,Audio/vidéo,France
CMD105584,CLT6935,2022-08-21 16:00:00,livrée,42.97,29.89,Clavier Mécanique,Audio/vidéo,Suisse
CMD105585,CLT3330,2022-08-21 17:00:00,livrée,467.13,18.18,Clavier Mécanique,Accessoires,France
CMD105586,CLT6705,2022-08-21 18:00:00,expédiée,300.51,23.49,Clavier Mécanique,Audio/vidéo,France
CMD105587,CLT9301,2022-08-21 19:00:00,expédiée,465.92,28.01,Clavier Mécanique,Téléphonie,France
CMD105588,CLT2016,2022-08-21 20:00:00,livrée,317.79,0.6,Souris Gaming,Informatique,Suisse
CMD105589,CLT8347,2022-08-21 21:00:00,livrée,218.35,27.9,Souris Gaming,Accessoires,France
CMD105590,CLT9216,2022-08-21 22:00:00,livrée,285.63,18.82,Webcam HD,Accessoires,Belgique
CMD105591,CLT5938,2022-08-21 23:00:00,livrée,415.6,24.85,Webcam HD,Audio/vidéo,France
CMD105592,CLT3838,2022-08-22 00:00:00,en attente,166.43,16.22,Casque Bluetooth,Accessoires,Canada
CMD105593,CLT1737,2022-08-22 01:00:00,livrée,478.45,15.92,Clavier Mécanique,Accessoires,France
CMD105594,CLT7200,2022-08-22 02:00:00,livrée,235.65,26.93,Smartphone 5G,Téléphonie,France
CMD105595,CLT9371,2022-08-22 03:00:00,livrée,478.34,15.22,PC Portable,Informatique,France
CMD105596,CLT1231,2022-08-22 04:00:00,livrée,440.97,14.15,Clavier Mécanique,Informatique,Belgique
CMD105597,CLT2917,2022-08-22 05:00:00,livrée,384.99,18.25,Webcam HD,Audio/vidéo,France
CMD105598,CLT9534,2022-08-22 06:00:00,livrée,236.38,15.56,Souris Gaming,Téléphonie,France
CMD105599,CLT6918,2022-08-22 07:00:00,livrée,295.54,13.39,Casque Bluetooth,Téléphonie,France
CMD105600,CLT3623,2022-08-22 08:00:00,livrée,419.82,5.42,Clavier Mécanique,Téléphonie,Canada
CMD105601,CLT9646,2022-08-22 09:00:00,livrée,274.31,11.92,Casque Bluetooth,Téléphonie,France
CMD105602,CLT7401,2022-08-22 10:00:00,expédiée,370.4,8.46,Smartphone 5G,Accessoires,France
CMD105603,CLT8072,2022-08-22 11:00:00,en attente,396.38,12.01,Smartphone 5G,Audio/vidéo,France
CMD105604,CLT3276,2022-08-22 12:00:00,livrée,258.98,17.79,Smartphone 5G,Audio/vidéo,France
CMD105605,CLT8393,2022-08-22 13:00:00,expédiée,270.44,18.27,Smartphone 5G,Accessoires,France
CMD105606,CLT9787,2022-08-22 14:00:00,livrée,102.93,7.16,PC Portable,Audio/vidéo,France
